ord,TIME,LATITUDE,LONGITUDE,ALTITUDE,VEHICLE_ID,BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,TERM FUEL TRIM BANK 1,FUEL_ECONOMY,LONG TERM FUEL TRIM BANK 2,FUEL_TYPE,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT_TERM_FUEL_TRIM_BANK_1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,aqui
1361,1.51E+12,-583.962.236,-3.519.544.254,36,control3,100,84,43.9,16.9,8,2110,81,7.48,,,,,31,,52,,0,0:22:49,25.9,MIL is OFF0 codes,,65.5,1,
1362,1.51E+12,-583.920.804,-3.519.569.413,34,control3,100,84,42.4,22,8,2262,77,7.14,,,,,30,,57,,6.2,0:22:53,25.9,MIL is OFF0 codes,,76.9,1,
1363,1.51E+12,-583.879.666,-3.519.602.316,32,control3,100,83,42.7,100,8,1953,67,46.71,,,,,30,,61,,0,0:22:57,83.1,MIL is OFF0 codes,,59.6,0,
1364,1.51E+12,-583.825.391,-351.964.191,36,control3,100,83,45.5,100,8,2035,65,69.83,,,,,31,,59,,0,0:23:01,83.1,MIL is OFF0 codes,,61.2,0,
1365,1.51E+12,-583.777.903,-3.519.674.939,34,control3,100,83,48.2,100,8,1987,21,89.18,,,,,31,,37,,0,0:23:05,83.1,MIL is OFF0 codes,,61.2,0,
1366,1.51E+12,-583.735.425,-3.519.700.057,31,control3,100,83,49.8,100,8,1585,90,66.52,,,,,31,,44,,0,0:23:09,83.5,MIL is OFF0 codes,,60.4,1,
1367,1.51E+12,-583.706.869,-3.519.723.867,28,control3,100,83,50.2,100,8,2456,98,70.16,,,,,31,,59,,-5.5,0:23:13,83.5,MIL is OFF0 codes,,61.2,0,
1368,1.51E+12,-583.667.407,-3.519.758.212,25,control3,100,83,49,17.6,8,2042,94,8.94,,,,,30,,69,,6.2,0:23:17,27.1,MIL is OFF0 codes,,65.5,1,
1369,1.51E+12,-583.626.909,-3.519.812.515,32,control3,100,83,45.9,16.9,8,2399,93,7.29,,,,,30,,73,,3.1,0:23:21,25.9,MIL is OFF0 codes,,65.1,1,
1370,1.51E+12,-583.581.679,-3.519.869.024,33,control3,100,83,44.7,50.2,8,2035,90,15.16,,,,,30,,77,,0,0:23:25,31.4,MIL is OFF0 codes,,70.2,1,
1371,1.51E+12,-583.542.183,-3.519.930.397,36,control3,100,83,44.3,34.5,8,2085,81,73.5,,,,,30,,76,,0.8,0:23:29,77.6,MIL is OFF0 codes,,74.5,1,
1372,1.51E+12,-583.492.869,-3.519.991.835,40,control3,100,84,45.5,23.1,8,2067,20,12.6,,,,,30,,73,,0,0:23:33,30.2,MIL is OFF0 codes,,76.1,0,
1373,1.51E+12,-583.447.346,-3.520.051.393,44,control3,100,84,43.5,63.1,8,2016,65,16.22,,,,,30,,77,,0,0:23:37,31,MIL is OFF0 codes,,74.1,1,
1374,1.51E+12,-583.398.917,-3.520.111.957,46,control3,100,84,40,46.7,8,2130,27,89.35,,,,,30,,76,,0,0:23:41,81.2,MIL is OFF0 codes,,72.5,1,
1375,1.51E+12,-583.350.802,-3.520.171.793,44,control3,100,84,42.7,22.7,8,2065,20,15.05,,,,,30,,64,,0,0:23:46,32.2,MIL is OFF0 codes,,58.8,0,
1376,1.51E+12,-583.308.358,-3.520.225.367,41,control3,100,83,44.3,18.4,8,1323,20,10.1,,,,,31,,33,,0,0:23:50,28.2,MIL is OFF0 codes,,66.3,1,
1377,1.51E+12,-583.281.989,-3.520.266.245,38,control3,100,83,42.7,100,8,1561,99,61.93,,,,,31,,40,,0,0:23:54,83.5,MIL is OFF0 codes,,60.4,0,
1378,1.51E+12,-583.258.086,-3.520.288.683,33,control3,99,83,43.9,18,8,2201,23,7.78,,,,,30,,52,,8.6,0:23:58,26.3,MIL is OFF0 codes,,64.7,1,
1379,1.51E+12,-583.236.215,-3.520.332.854,36,control3,99,83,45.1,100,8,1738,51,64.56,,,,,30,,52,,3.1,0:24:02,52.2,MIL is OFF0 codes,,61.2,1,
1380,1.51E+12,-583.219.336,-3.520.382.259,39,control3,99,83,46.7,17.6,8,1667,20,9.63,,,,,30,,33,,0,0:24:06,28.2,MIL is OFF0 codes,,68.2,1,
1381,1.51E+12,-583.206.238,-3.520.419.842,42,control3,100,84,43.1,18.4,8,1227,99,6.44,,,,,30,,45,,3.9,0:24:10,24.7,MIL is OFF0 codes,,64.3,1,
1382,1.51E+12,-583.189.913,-352.045.857,43,control3,100,84,40,33.7,8,1584,23,3.86,,,,,30,,56,,3.1,0:24:14,19.6,MIL is OFF0 codes,,56.5,1,
1383,1.51E+12,-583.168.652,-352.050.952,45,control3,100,84,39.2,42,8,1850,22,4.54,,,,,30,,42,,3.9,0:24:18,21.2,MIL is OFF0 codes,,56.9,1,
1384,1.51E+12,-583.150.974,-3.520.560.007,41,control3,100,84,40,63.1,8,847,35,13.3,,,,,31,,,,-5.5,0:24:22,30.6,MIL is OFF0 codes,,60.4,1,
1385,1.51E+12,-583.151.742,-3.520.578.496,39,control3,100,84,42.7,83.5,8,822,77,30.25,,,,,31,,19,,0,0:24:26,36.5,MIL is OFF0 codes,,68.6,1,
1386,1.51E+12,-583.162.695,-3.520.566.282,38,control3,100,85,45.1,96.1,9,1851,19,24.54,,,,,30,,17,,-12.5,0:24:30,33.7,MIL is OFF0 codes,,61.2,1,
1387,1.51E+12,-583.173.987,-3.520.549.768,36,control3,100,85,46.3,33.7,9,1150,40,12.03,,,,,31,,16,,-6.2,0:24:34,29.8,MIL is OFF0 codes,,76.1,1,
1388,1.51E+12,-583.182.968,-3.520.559.257,41,control3,100,85,46.3,18.8,9,768,26,9.94,,,,,31,,23,,4.7,0:24:38,,MIL is OFF0 codes,,63.9,1,
1389,1.51E+12,-583.201.356,-3.520.565.315,39,control3,100,85,46.3,76.1,9,872,35,20.85,,,,,31,,13,,-12.5,0:24:42,33.3,MIL is OFF0 codes,,69,1,
1390,1.51E+12,-583.217.674,-3.520.562.794,39,control3,100,85,47.5,100,9,726,29,59.16,,,,,32,,9,,0,0:24:46,83.5,MIL is OFF0 codes,,59.6,0,
1391,1.51E+12,-583.207.406,-3.520.570.042,41,control3,100,85,47.5,18,9,772,35,7.77,,,,,32,,0,,0,0:24:50,,MIL is OFF0 codes,,65.1,1,
1392,1.51E+12,-583.452.647,-3.520.053.095,46,control4,99,86,44.3,16.9,9,3403,33,4.13,,,,,31,,100,,0,0:00:45,21.2,MIL is OFF0 codes,,61.6,1,
1393,1.51E+12,-583.511.341,-3.519.974.463,46,control4,99,85,42.7,52.9,9,3337,66,11.38,,,,,31,,105,,0,0:00:52,32.2,MIL is OFF0 codes,,63.9,1,
1394,1.51E+12,-583.573.276,-3.519.894.336,38,control4,99,85,44.3,55.3,9,3575,53,41.22,,,,,31,,111,,0.8,0:00:56,38.4,MIL is OFF0 codes,,71,1,
1395,1.51E+12,-583.641.899,-3.519.807.294,36,control4,99,85,45.5,100,9,3645,18,60.53,,,,,31,,83,,0,0:00:59,83.5,MIL is OFF0 codes,,60,0,
1396,1.51E+12,-583.702.644,-3.519.738.884,35,control4,99,84,48.2,100,9,2237,19,83.49,,,,,32,,47,,0,0:01:04,83.5,MIL is OFF0 codes,,61.6,0,
1397,1.51E+12,-583.745.608,-3.519.707.446,35,control4,99,84,47.5,18.4,9,1801,100,11.69,,,,,31,,61,,0,0:01:08,29.8,MIL is OFF0 codes,,66.3,1,
1398,1.51E+12,-58.379.023,-3.519.674.776,34,control4,100,83,45.1,18.8,9,3203,98,15.44,,,,,31,,79,,5.5,0:01:12,33.3,MIL is OFF0 codes,,65.1,1,
1399,1.51E+12,-583.849.529,-3.519.633.187,32,control4,100,83,44.7,17.6,9,3278,19,9.49,,,,,31,,,,9.4,0:01:16,28.2,MIL is OFF0 codes,,65.9,1,
1400,1.51E+12,-583.916.625,-351.958.656,32,control4,100,83,45.5,100,9,2473,22,79.24,,,,,31,,44,,3.1,0:01:20,50.2,MIL is OFF0 codes,,60.8,1,
1401,1.51E+12,-583.962.798,-3.519.555.494,32,control4,99,83,46.3,22.4,9,2518,71,7.51,,,,,31,,57,,3.1,0:01:24,25.9,MIL is OFF0 codes,,79.2,1,
1402,1.51E+12,-584.007.383,-3.519.532.009,34,control4,99,83,46.7,17.6,9,2859,99,7.63,,,,,31,,67,,0,0:01:28,25.9,MIL is OFF0 codes,,80.8,1,
1403,1.51E+12,-584.066.373,-3.519.514.103,36,control4,99,83,43.1,17.6,9,3378,21,2.95,,,,,31,,69,,0,0:01:32,19.2,MIL is OFF0 codes,,65.9,1,
1404,1.51E+12,-58.413.697,-3.519.512.974,38,control4,99,83,39.2,20.8,9,3068,92,2.85,,,,,31,,59,,-0.8,0:01:36,18,MIL is OFF0 codes,,59.2,1,
1405,1.51E+12,-584.193.723,-3.519.516.737,40,control4,99,83,38.8,41.2,9,2920,35,4.6,,,,,31,,58,,2.3,0:01:40,20.8,MIL is OFF0 codes,,54.1,1,
1406,1.51E+12,-584.251.137,-3.519.522.567,41,control4,99,83,39.6,43.9,9,3076,100,4.65,,,,,30,,82,,1.6,0:01:44,20.8,MIL is OFF0 codes,,54.5,1,
1407,1.51E+12,-584.314.246,-351.955.784,43,control4,99,83,40.8,39.6,9,4242,19,4.62,,,,,31,,81,,1.6,0:01:48,20.8,MIL is OFF0 codes,,51.8,1,
1408,1.51E+12,-584.372.913,-3.519.624.723,41,control4,99,83,42,40.4,9,3584,20,4.4,,,,,31,,33,,0.8,0:01:52,20.8,MIL is OFF0 codes,,54.5,1,
1409,1.51E+12,-584.396.049,-3.519.668.615,41,control4,99,83,43.1,42,9,2361,84,4.43,,,,,31,,40,,0.8,0:01:56,20.8,MIL is OFF0 codes,,56.5,1,
1410,1.51E+12,-584.428.456,-3.519.669.814,40,control4,99,83,43.9,41.2,9,3832,19,4.64,,,,,31,,31,,0.8,0:02:00,20.8,MIL is OFF0 codes,,54.1,1,
1411,1.51E+12,-584.457.871,-3.519.696.071,41,control4,99,83,44.7,41.6,9,1587,51,4.52,,,,,31,,26,,0.8,0:02:04,20.4,MIL is OFF0 codes,,52.9,1,
1412,1.51E+12,-584.474.095,-3.519.714.216,37,control4,99,83,45.9,100,9,2756,37,26.79,,,,,30,,54,,3.1,0:02:08,35.7,MIL is OFF0 codes,,56.9,1,
1413,1.51E+12,-58.450.206,-3.519.744.847,37,control4,,83,48.6,100,9,2868,101,68.52,,,,,30,,72,,0,0:02:12,83.5,MIL is OFF0 codes,,61.6,1,
1414,1.51E+12,-584.545.021,-3.519.797.235,36,control4,99,84,51,18.4,9,3665,97,60.45,,,,,30,,87,,0,0:02:16,76.1,MIL is OFF0 codes,,67.5,0,
1415,1.51E+12,-584.602.215,-3.519.864.359,32,control4,99,84,52.5,100,9,2980,19,81,,,,,30,,90,,0,0:02:20,83.5,MIL is OFF0 codes,,61.2,0,
1416,1.51E+12,-584.661.334,-3.519.930.169,35,control4,99,85,53.7,100,9,2902,19,96.31,,,,,31,,71,,0,0:02:24,83.5,MIL is OFF0 codes,,60.8,0,
1417,1.51E+12,-584.714.639,-3.519.991.305,35,control4,99,85,53.7,18,9,2051,32,13.56,,,,,31,,27,,0,0:02:28,30.6,MIL is OFF0 codes,,68.2,1,
1418,1.51E+12,-584.741.394,-352.002.129,35,control4,100,85,51.8,100,9,824,100,101.24,,,,,31,,,,-5.5,0:02:32,83.5,MIL is OFF0 codes,,61.6,1,
1419,1.51E+12,-584.755.762,-3.520.024.512,33,control4,99,85,50.2,100,9,2622,96,94.15,,,,,30,,53,,-12.5,0:02:36,56.5,MIL is OFF0 codes,,62,1,
1420,1.51E+12,-584.785.283,-3.519.992.945,35,control4,99,85,48.6,26.7,9,2629,22,12.75,,,,,30,,42,,0,0:02:40,29.8,MIL is OFF0 codes,,79.2,1,
1421,1.51E+12,-584.827.884,-351.995.235,38,control4,99,85,47.5,100,9,1259,102,87.64,,,,,31,,38,,0,0:02:44,83.5,MIL is OFF0 codes,,60.8,1,
1422,1.51E+12,-584.858.185,-3.519.956.449,38,control4,98,85,49,100,9,3697,97,101.05,,,,,30,,63,,0,0:02:48,83.5,MIL is OFF0 codes,,61.2,0,
1423,1.51E+12,-584.899.944,-351.999.448,40,control4,99,85,49.8,65.1,9,4438,21,36.81,,,,,30,,71,,3.1,0:02:52,36.9,MIL is OFF0 codes,,80.4,0,
1424,1.51E+12,-584.955.053,-3.520.039.289,42,control4,99,86,49,100,9,3408,86,79.32,,,,,30,,,,0,0:02:56,83.5,MIL is OFF0 codes,,,,
1425,1.51E+12,-585.011.843,-3.520.084.133,44,control4,99,86,47.8,18,9,3978,50,10.36,,,,,30,,85,,0,0:03:00,29,MIL is OFF0 codes,,65.9,1,
1426,1.51E+12,-585.076.326,-352.014.072,41,control4,99,86,47.1,100,9,2807,19,72.88,,,,,30,,76,,-3.1,0:03:04,83.5,MIL is OFF0 codes,,61.2,1,
1427,1.51E+12,-585.138.817,-3.520.192.859,39,control4,99,86,47.8,98,9,2360,20,35.48,,,,,31,,57,,0,0:03:08,32.9,MIL is OFF0 codes,,,,
1428,1.51E+12,-585.190.819,-3.520.237.503,43,control4,99,86,45.1,18.4,9,1705,21,9.39,,,,,31,,27,,0,0:03:12,28.2,MIL is OFF0 codes,,65.9,1,
1429,1.51E+12,-585.221.289,-3.520.264.209,43,control4,99,86,43.1,100,9,809,34,67.82,,,,,31,,3,,0,0:03:16,83.5,MIL is OFF0 codes,,61.2,0,
1430,1.51E+12,-585.230.253,-3.520.271.016,43,control4,99,86,43.9,100,9,782,36,39.12,,,,,32,,0,,0,0:03:20,32.9,MIL is OFF0 codes,,62.7,0,
1431,1.51E+12,-585.230.253,-3.520.271.016,43,control4,99,86,44.7,100,9,784,37,79.82,,,,,32,,0,,0,0:03:24,83.5,MIL is OFF0 codes,,61.2,0,
1432,1.51E+12,-585.230.253,-3.520.271.016,43,control4,99,87,45.9,100,9,751,67,85.45,,,,,31,,7,,0,0:03:28,83.5,MIL is OFF0 codes,,61.6,0,
1433,1.51E+12,-585.230.253,-3.520.271.016,43,control4,99,87,47.1,100,9,1797,20,90.17,,,,,31,,13,,0,0:03:32,83.5,MIL is OFF0 codes,,60.8,0,
1434,1.51E+12,-585.245.776,-3.520.278.476,42,control4,99,87,47.5,100,9,1365,40,94.96,,,,,31,,17,,0,0:03:36,83.5,MIL is OFF0 codes,,60.4,0,
1435,1.51E+12,-585.256.872,-3.520.283.815,46,control4,100,87,47.8,100,9,1357,95,93.44,,,,,31,,36,,0.8,0:03:40,83.5,MIL is OFF0 codes,,60.8,0,
1436,1.51E+12,-585.276.918,-3.520.273.743,44,control4,98,87,48.2,100,9,3563,96,97.19,,,,,30,,66,,0,0:03:44,83.5,MIL is OFF0 codes,,60.8,0,
1437,1.51E+12,-585.310.429,-3.520.233.918,43,control4,99,88,47.1,100,9,4343,99,75.47,,,,,30,,79,,0,0:03:48,83.5,MIL is OFF0 codes,,61.2,0,
1438,1.51E+12,-585.408.121,-3.520.106.998,44,control4,98,88,46.7,100,9,4073,98,78.81,,,,,,,95,,0,0:03:52,83.5,MIL is OFF0 codes,,61.6,0,
1439,1.51E+12,-585.471.142,-352.003.022,43,control4,99,88,46.3,100,9,3943,91,76.7,,,,,30,,103,,0,0:03:56,83.5,MIL is OFF0 codes,,61.6,0,
1440,1.51E+12,-5.855.366,-3.519.943.828,44,control4,99,89,46.3,100,9,3475,18,77.53,,,,,30,,102,,0,0:04:00,83.5,MIL is OFF0 codes,,61.6,0,
1441,1.51E+12,-58.558.908,-3.519.871.909,42,control4,99,89,44.7,39.2,9,3169,18,74.39,,,,,,,75,,-1.6,0:04:04,49.8,MIL is OFF0 codes,,74.1,1,
1442,1.51E+12,-585.625.027,-3.519.828.901,43,control4,99,88,43.5,100,9,3313,18,72.43,,,,,30,,43,,0,0:04:08,83.5,MIL is OFF0 codes,,61.2,0,
1443,1.51E+12,-585.635.435,-351.981.291,43,control4,99,88,43.5,18,9,1485,32,12.41,,,,,31,,1,,0,0:04:12,31.8,MIL is OFF0 codes,,65.9,1,
1444,1.51E+12,-585.635.435,-351.981.291,43,control4,99,87,43.5,100,9,786,35,70.75,,,,,31,,0,,0,0:04:16,83.5,,,61.2,0,
1445,1.51E+12,-585.635.435,-351.981.291,43,control4,99,87,44.3,100,9,780,32,66.82,,,,,32,,0,,0.8,0:04:20,43.1,MIL is OFF0 codes,,61.2,0,
1446,1.51E+12,-585.635.435,-351.981.291,43,control4,99,88,43.9,92.9,9,807,30,49.09,,,,,32,,0,,-8.6,0:04:24,39.2,,,64.7,1,
1447,1.51E+12,-585.635.435,-351.981.291,43,control4,99,88,40.8,16.9,9,790,36,7.23,,,,,32,,1,,0,0:04:28,25.9,,,65.1,1,
1448,1.51E+12,-585.643.534,-351.980.863,45,control4,99,88,35.7,17.6,9,1100,101,3.51,,,,,31,,25,,10.9,0:04:32,19.2,MIL is OFF0 codes,,66.3,1,
1449,1.51E+12,-58.566.691,-3.519.773.029,42,control4,99,88,32.9,100,9,5662,96,33.61,,,,,30,,59,,0.8,0:04:36,40.8,,,60.8,1,
1450,1.51E+12,-585.712.317,-3.519.715.726,40,control4,99,88,36.9,22,9,5517,100,10.09,,,,,30,,79,,1.6,0:04:40,29.8,,,76.1,1,
1451,1.51E+12,-585.766.005,-3.519.649.758,40,control4,98,88,38.4,67.8,9,4087,96,26.37,,,,,30,,95,,0,0:04:44,34.1,,,69,1,
1452,1.51E+12,-585.825.604,-3.519.566.624,35,control4,99,88,36.9,19.6,9,4870,101,7.28,,,,,30,,104,,3.1,0:04:48,25.9,MIL is OFF0 codes,,63.9,1,
1453,1.51E+12,-585.895.707,-351.948.285,30,control4,99,88,35.3,76.1,9,3534,18,13.96,,,,,30,,106,,9.4,0:04:52,31,MIL is OFF0 codes,,65.1,1,
1454,1.51E+12,-585.958.371,-3.519.407.881,33,control4,99,88,38.8,100,9,3407,17,65.9,,,,,30,,88,,0,0:04:56,83.5,MIL is OFF0 codes,,60,1,
1455,1.51E+12,-58.600.376,-3.519.339.253,34,control4,99,88,43.1,100,9,4160,18,110.39,,,,,30,,71,,-3.1,0:05:00,83.1,MIL is OFF0 codes,,63.5,0,
1456,1.51E+12,-586.040.632,-3.519.297.071,33,control4,99,87,45.5,100,9,3043,18,91.68,,,,,30,,45,,0,0:05:04,83.5,MIL is OFF0 codes,,61.2,0,
1457,1.51E+12,-586.067.812,-3.519.263.512,32,control4,99,87,47.8,100,9,2127,31,105.08,,,,,,,44,,0,0:05:08,83.5,MIL is OFF0 codes,,62,0,
1458,1.51E+12,-586.098.065,-351.922.144,33,control4,99,86,49.4,100,9,2429,100,110.15,,,,,30,,65,,0,0:05:12,83.5,MIL is OFF0 codes,,64.3,,
1459,1.51E+12,-586.144.978,-3.519.161.048,35,control4,99,86,49,18.8,9,3388,97,49.67,,,,,30,,82,,0.8,0:05:16,33.7,MIL is OFF0 codes,,76.5,1,
1460,1.51E+12,-586.194.743,-3.519.088.286,36,control4,98,86,48.2,100,9,4237,97,87.09,,,,,29,,96,,0,0:05:20,83.5,MIL is OFF0 codes,,61.2,0,
1461,1.51E+12,-586.257.275,-3.519.011.384,33,control4,99,85,48.6,100,9,3228,96,94.74,,,,,30,,103,,0,0:05:24,83.5,MIL is OFF0 codes,,60.8,0,
1462,1.51E+12,-586.321.636,-3.518.928.271,37,control4,99,85,49,100,9,3487,18,98.74,,,,,30,,103,,0,0:05:29,83.5,MIL is OFF0 codes,,61.6,0,
1463,1.51E+12,-586.382.852,-3.518.851.534,41,control4,99,86,49,100,9,3315,19,101.16,,,,,30,,90,,0,0:05:32,83.5,MIL is OFF0 codes,,61.6,0,
1464,1.51E+12,-586.438.535,-3.518.785.048,40,control4,99,85,48.6,100,9,2851,61,104.3,,,,,30,,85,,0,0:05:37,83.5,MIL is OFF0 codes,,61.6,0,
1465,1.51E+12,-586.479.942,-3.518.711.919,38,control4,99,85,48.2,100,9,2822,69,102.06,,,,,30,,86,,0,0:05:41,63.9,MIL is OFF0 codes,,65.9,1,
1466,1.51E+12,-586.523.834,-3.518.633.612,41,control4,98,85,47.8,100,9,4224,97,104.4,,,,,29,,97,,0,0:05:45,79.2,MIL is OFF0 codes,,61.6,0,
1467,1.51E+12,-586.565.058,-3.518.553.614,37,control4,98,84,47.1,40.4,9,4836,99,31.28,,,,,30,,84,,0,0:05:49,35.7,MIL is OFF0 codes,,72.2,0,
1468,1.51E+12,-586.599.608,-3.518.483.353,37,control4,98,84,45.9,65.5,9,4052,20,49.57,,,,,30,,56,,-9.4,0:05:53,38.8,MIL is OFF0 codes,,69,1,
1469,1.51E+12,-586.628.949,-3.518.433.009,40,control4,98,84,45.1,100,9,3769,97,102.76,,,,,30,,69,,-1.6,0:05:57,83.5,MIL is OFF0 codes,,60.8,1,
1470,1.51E+12,-586.668.829,-3.518.370.186,40,control4,99,84,43.5,100,9,5523,97,95.28,,,,,30,,78,,3.1,0:06:01,53.3,MIL is OFF0 codes,,62.4,1,
1471,1.51E+12,-586.702.413,-351.831.571,38,control4,99,84,44.3,100,9,3620,43,101.18,,,,,30,,56,,0,0:06:05,83.5,MIL is OFF0 codes,,61.2,0,
1472,1.51E+12,-586.756.898,-3.518.285.031,46,control4,99,84,44.7,100,9,2991,18,106.47,,,,,30,,60,,0,0:06:09,83.5,MIL is OFF0 codes,,62,0,
1473,1.51E+12,-586.806.625,-3.518.252.275,48,control4,98,85,45.5,100,9,2811,94,106.95,,,,,30,,64,,0,0:06:13,83.5,MIL is OFF0 codes,,61.6,1,
1474,1.51E+12,-586.869.947,-3.518.218.283,52,control4,99,85,45.1,99.2,9,3322,46,73.24,,,,,30,,76,,0,0:06:17,42.7,MIL is OFF0 codes,,65.9,0,
1475,1.51E+12,-586.929.888,-3.518.184.765,46,control4,99,85,43.5,17.6,9,3648,18,12.77,,,,,30,,57,,0,0:06:21,30.2,MIL is OFF0 codes,,78.8,1,
1476,1.51E+12,-586.974.013,-3.518.164.675,49,control4,99,85,38,16.9,9,2377,19,8.8,,,,,30,,22,,0,0:06:25,27.1,MIL is OFF0 codes,,66.3,1,
1477,1.51E+12,-586.979.602,-3.518.160.095,50,control4,99,85,32.9,16.9,9,819,32,6.47,,,,,31,,3,,0,0:06:29,24.7,MIL is OFF0 codes,,65.1,1,
1478,1.51E+12,-586.979.602,-3.518.160.095,50,control4,99,85,31.8,100,9,787,53,61.34,,,,,31,,2,,0,0:06:33,83.5,MIL is OFF0 codes,,59.6,0,
1479,1.51E+12,-586.992.986,-3.518.157.144,54,control4,99,86,37.3,100,9,1737,37,107.93,,,,,30,,22,,0,0:06:37,83.5,MIL is OFF0 codes,,61.6,0,
1480,1.51E+12,-587.016.561,-3.518.137.154,57,control4,99,86,40.8,100,9,2313,24,79.28,,,,,30,,39,,0,0:06:41,83.5,MIL is OFF0 codes,,61.2,0,
1481,1.51E+12,-587.057.122,-3.518.115.106,58,control4,99,86,43.9,100,9,2179,49,97.47,,,,,30,,50,,0,0:06:45,83.5,MIL is OFF0 codes,,60.8,0,
1482,1.51E+12,-587.102.649,-3.518.095.907,58,control4,99,86,46.3,100,10,2434,18,26.24,,,,,30,,47,,0,0:06:49,32.9,MIL is OFF0 codes,,62,0,
1483,1.51E+12,-587.149.188,-3.518.077.087,61,control4,99,86,45.5,100,10,2236,51,104.11,,,,,30,,47,,0,0:06:53,83.5,MIL is OFF0 codes,,62,0,
1484,1.51E+12,-587.194.512,-3.518.058.666,56,control4,99,86,45.5,18,10,2375,101,,,,,,30,,53,,0,0:06:57,31.4,MIL is OFF0 codes,,69,1,
1485,1.51E+12,-587.247.091,-3.518.034.953,57,control4,99,86,42.4,69,10,2829,19,36.95,,,,,30,,61,,-5.5,0:07:01,36.9,MIL is OFF0 codes,,69.8,1,
1486,1.51E+12,-587.296.746,-3.518.009.706,59,control4,99,86,39.6,18,10,2845,18,10.02,,,,,30,,41,,3.9,0:07:05,28.6,MIL is OFF0 codes,,66.3,1,
1487,1.51E+12,-587.319.656,-3.517.991.335,54,control4,99,86,40.4,39.6,10,889,34,23.84,,,,,31,,26,,-7.8,0:07:09,35.3,MIL is OFF0 codes,,71,1,
1488,1.51E+12,-58.734.512,-3.517.974.994,53,control4,99,86,39.6,16.9,10,1094,58,9.15,,,,,30,,38,,0,0:07:13,27.8,MIL is OFF0 codes,,66.3,1,
1489,1.51E+12,-587.380.798,-3.517.950.704,50,control4,,86,38.8,16.5,10,3389,100,7.78,,,,,30,,54,,0,0:07:17,26.3,MIL is OFF0 codes,,65.5,1,
1490,1.51E+12,-587.433.102,-3.517.912.961,49,control4,99,86,34.1,35.3,10,2870,102,5.5,,,,,29,,76,,-3.9,0:07:21,23.1,MIL is OFF0 codes,,67.5,1,
1491,1.51E+12,-587.502.252,-3.517.862.615,47,control4,99,86,36.9,100,10,3992,18,51.42,,,,,29,,87,,-3.9,0:07:25,45.1,MIL is OFF0 codes,,59.2,1,
1492,1.51E+12,-587.573.894,-3.517.824.197,46,control4,99,87,40,100,10,4216,19,47.2,,,,,30,,73,,0,0:07:29,83.5,MIL is OFF0 codes,,59.6,0,
1493,1.51E+12,-587.626.044,-3.517.767.272,42,control4,99,86,43.5,100,10,3460,19,72.59,,,,,30,,74,,0,0:07:33,83.5,MIL is OFF0 codes,,61.2,0,
1494,1.51E+12,-587.691.714,-3.517.736.095,41,control4,99,86,45.9,100,10,3522,19,99.88,,,,,30,,78,,0,0:07:37,83.5,MIL is OFF0 codes,,61.2,0,
1495,1.51E+12,-587.771.829,-3.517.729.946,41,control4,98,86,45.9,19.2,10,3992,57,13.78,,,,,29,,85,,0,0:07:41,30.6,MIL is OFF0 codes,,67.5,1,
1496,1.51E+12,-587.846.967,-351.776.164,41,control4,99,86,42.7,19.6,10,2800,101,11.48,,,,,30,,85,,0,0:07:45,29.8,MIL is OFF0 codes,,65.9,1,
1497,1.51E+12,-587.910.585,-3.517.811.373,42,control4,99,86,40.8,20,10,2840,19,9.54,,,,,30,,66,,0,0:07:49,28.2,MIL is OFF0 codes,,64.7,1,
1498,1.51E+12,-587.950.204,-351.784.295,43,control4,99,86,38,20.4,10,1339,20,4.33,,,,,30,,21,,-0.8,0:07:53,21.2,MIL is OFF0 codes,,62.7,1,
1499,1.51E+12,-587.965.187,-3.517.866.405,42,control4,99,85,36.1,39.2,10,1073,37,3.52,,,,,30,,3,,0,0:07:57,17.3,MIL is OFF0 codes,,62,1,
1500,1.51E+12,-587.958.749,-3.517.860.764,37,control4,99,85,36.1,100,10,779,34,53.07,,,,,31,,0,,0,0:08:01,83.5,MIL is OFF0 codes,,59.6,0,
1501,1.51E+12,-587.958.749,-3.517.860.764,37,control4,99,86,40,100,10,795,33,56.97,,,,,31,,0,,7,0:08:05,83.5,MIL is OFF0 codes,,60.4,1,
1502,1.51E+12,-587.958.525,-3.517.855.751,37,control4,99,86,41.6,17.6,10,805,36,8.9,,,,,31,,0,,0,0:08:09,27.1,MIL is OFF0 codes,,65.5,1,
1503,1.51E+12,-587.958.525,-3.517.855.751,37,control4,99,87,40.4,18.4,10,796,35,7.47,,,,,31,,0,,0,0:08:13,25.9,MIL is OFF0 codes,,64.7,1,
1504,1.51E+12,-587.958.525,-3.517.855.751,37,control4,,87,39.2,18.4,10,790,32,6.56,,,,,32,,0,,0,0:08:17,25.1,MIL is OFF0 codes,,63.9,1,
